,netflix_id,amazon_id,disney_id,en_title,title,orig_lang,release_year,duration,score,genre,overview,rating_score
6816,s1887,-,-,David Attenborough: A Life on Our Planet,David Attenborough A Life on Our Planet,English,2020,84,85.0,['Documentary'],"The story of life on our planet by the man who has seen more of the natural world than any other. In more than 90 years, Attenborough has visited every continent on the globe, exploring the wild places of our planet and documenting the living world in all its variety and wonder. Addressing the biggest challenges facing life on our planet, the film offers a powerful message of hope for future generations.",Good
6838,s4944,-,-,Day of the Dead: Bloodline,Day of the Dead Bloodline,English,2018,91,46.0,"['Action', 'Horror']","In a world overrun by zombies, military personnel and survivalists live in an underground bunker while they seek a cure.",Bad
6857,s930,-,-,Dead Again in Tombstone,Dead Again in Tombstone,English,2017,99,51.0,"['Western', 'Action', 'Fantasy', 'Horror']","The devil’s outlaw and reluctant servant, Guerrero returns from the dead again in this action-packed western which promises to be one hell of a ride. Guerrero is forced to protect a stolen relic from getting into the hands of Jackson Boomer and his gang of soldiers, but Jackson will stop at nothing to raise his comrades from the dead and bring the wrath of hell upon earth. Guerrero must use all his dark powers in order to defeat Jackson and find redemption…or die again trying.",Bad
6867,s917,-,-,Dead Man Down,Dead Man Down,English,2013,118,61.0,"['Thriller', 'Action', 'Crime', 'Drama']","In New York City, a crime lord's right-hand man is seduced by a woman seeking retribution.",Average
6875,-,s7819,-,Dead Ringers,Dead Ringers,English,1988,115,72.0,"['Thriller', 'Horror']","Elliot, a successful gynecologist, works at the same practice as his identical twin, Beverly. Elliot is attracted to many of his patients and has affairs with them. When he inevitably loses interest, he will give the woman over to Beverly, the meeker of the two, without the woman knowing the difference. Beverly falls hard for one of the patients, Claire, but when she inadvertently deceives him, he slips into a state of madness.",Good
6893,s1188,-,-,Deadly Illusions,Deadly Illusions,English,2021,115,50.0,"['Thriller', 'Drama']","A bestselling female novelist, suffering from writer's block, hires an innocent young woman to watch over her twin children. As the novelist dangerously indulges in her new best seller, the line between the life she's writing and the one she's living becomes blurred.",Bad
6915,s139,-,-,Dear John,Dear John,English,2010,108,68.0,"['Drama', 'Romance', 'War']","While Sergeant John Tyree is home on two weeks leave from Germany, he meets Savannah after he dives into the ocean to retrieve Savannah's purse that had fallen off a pier. John eventually falls in love with Savannah, who promises to write to him until he returns from overseas.",Good
6927,s5319,-,-,Death Note,Death Note,English,2017,100,42.0,"['Crime', 'Fantasy', 'Horror', 'Thriller']","A young man comes to possess a supernatural notebook, the Death Note, that grants him the power to kill any person simply by writing down their name on the pages. He then decides to use the notebook to kill criminals and change the world, but an enigmatic detective attempts to track him down and end his reign of terror.",Bad
6939,-,s2690,-,Death Ship,Death Ship,English,1980,91,54.0,"['Adventure', 'Horror', 'Mystery', 'Thriller']","Survivors of a tragic shipping collision are rescued by a mysterious black ship which appears out of the fog. Little do they realise that the ship is actually a Nazi torture ship which has sailed the seas for years, luring unsuspecting sailors aboard and killing them off one by one.",Bad
6945,-,s9219,-,Death Wish V: The Face of Death,Death Wish V The Face of Death,English,1994,95,55.0,"['Action', 'Crime', 'Drama']","Paul Kersey is back at working vigilante justice when his fiancée, Olivia, has her business threatened by mobsters",Average
6973,s333,-,-,Deep Blue Sea,Deep Blue Sea,English,1999,105,60.0,"['Action', 'Horror', 'Science Fiction']","Researchers on the undersea lab Aquatica have genetically altered the brains of captive sharks to develop a cure for Alzheimer's disease. But there's an unexpected side effect: the sharks got smarter, faster, and more dangerous. After a big storm damages their remote research facility, they must fight for their lives.",Average
7025,s6593,-,-,Den of Thieves,Den of Thieves,English,2018,140,68.0,"['Action', 'Thriller', 'Crime']",A gritty crime saga which follows the lives of an elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.,Good
7029,s569,-,-,Dennis the Menace,Dennis the Menace,English,1993,96,58.0,"['Family', 'Comedy']",Mr. Wilson's ever-present annoyance comes in the form of one mischievous kid named Dennis. But he'll need Dennis's tricks to uncover a collection of gold coins that go missing when a shady drifter named Switchblade Sam comes to town.,Average
7043,-,-,s812,Descendants 2,Descendants 2,English,2017,114,74.0,"['Family', 'Music', 'Fantasy', 'TV Movie', 'Adventure', 'Action', 'Romance']","When the pressure to be royal becomes too much for Mal, she returns to the Isle of the Lost where her archenemy Uma, Ursula's daughter, has taken her spot as self-proclaimed queen.",Good
7044,-,-,s628,Descendants 3,Descendants 3,English,2019,109,78.0,"['Family', 'TV Movie', 'Music', 'Adventure', 'Fantasy']",The teenagers of Disney's most infamous villains return to the Isle of the Lost to recruit a new batch of villainous offspring to join them at Auradon Prep.,Good
7055,-,s8555,-,Desperado,Desperado,English,1995,105,69.0,"['Thriller', 'Action', 'Crime']","Mariachi plunges headfirst into the dark border underworld when he follows a trail of blood to the last of the infamous Mexican drug lords, Bucho, for an action-packed, bullet-riddled showdown. With the help of his best friend and a beautiful bookstore owner, the Mariachi tracks Bucho, takes on his army of desperados, and leaves a trail of blood of his own.",Good
7147,-,-,s468,Diary of a Wimpy Kid: The Long Haul,Diary of a Wimpy Kid The Long Haul,English,2017,92,53.0,"['Comedy', 'Family']",A Heffley family road trip to attend Meemaw's 90th birthday party goes hilariously off course thanks to Greg's newest scheme to get to a video gaming convention.,Bad
7152,s6610,s9554,-,Die Another Day,Die Another Day,English,2002,133,60.0,"['Adventure', 'Action', 'Thriller']","James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul, who is funding the development of an international space weapon.",Average
7154,-,s9217,-,Die Hard,Die Hard,English,1988,132,78.0,"['Action', 'Thriller']","NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",Good
7189,s6613,-,-,Dinner for Schmucks,Dinner for Schmucks,English,2010,115,57.0,['Comedy'],"Rising executive Tim Conrad works for a boss who hosts a monthly dinner in which the guest who brings the biggest buffoon gets a career-boost. Tim plans on not attending until he meets Barry, a man who builds dioramas using stuffed mice. Barry's blundering but good intentions send Tim's life into a downward spiral, threatening a major business deal and possibly scuttling Tim's engagement to his fiancee.",Average
7193,-,-,s814,Dinosaur,Dinosaur,English,2000,84,65.0,"['Family', 'Animation']",An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,Good
7195,-,s2656,-,Dinosaur Island,Dinosaur Island,English,2014,83,55.0,"['Adventure', 'Science Fiction', 'Family']","The adventure begins when Lucas, a 13 year old boy, embarks on the vacation of a lifetime. When disaster strikes, Lucas finds himself stranded in a strange land littered with ghost ships and prehistoric creatures. While searching for other signs of life, Lucas hears a radio broadcast in the distance and is drawn into the jungle where he encounters a beautiful young girl who claims to have come from the 1950s. Together they set out on a quest to get home all the while uncovering secrets that will forever change the future.",Average
7223,-,s8140,-,Disconnect,Disconnect,English,2013,115,71.0,"['Drama', 'Thriller']","Disconnect interweaves multiple storylines about people searching for human connection in today’s wired world. Through poignant turns that are both harrowing and touching, the stories intersect with surprising twists that expose a shocking reality into our daily use of technology that mediates and defines our relationships and ultimately our lives.",Good
7263,s6618,-,-,District 9,District 9,English,2009,112,74.0,['Science Fiction'],"Thirty years ago, aliens arrive on Earth. Not to conquer or give aid, but to find refuge from their dying planet. Separated from humans in a South African area called District 9, the aliens are managed by Multi-National United, which is unconcerned with the aliens' welfare but will do anything to master their advanced technology. When a company field agent contracts a mysterious virus that begins to alter his DNA, there is only one place he can hide: District 9.",Good
7283,s140,-,-,Do the Right Thing,Do the Right Thing,English,1989,120,78.0,['Drama'],"Salvatore ""Sal"" Fragione is the Italian owner of a pizzeria in Brooklyn. A neighborhood local, Buggin' Out, becomes upset when he sees that the pizzeria's Wall of Fame exhibits only Italian actors. Buggin' Out believes a pizzeria in a black neighborhood should showcase black actors, but Sal disagrees. The wall becomes a symbol of racism and hate to Buggin' Out and to other people in the neighborhood, and tensions rise.",Good
